,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
1713,"RT @EnriqueAlfaroR: Transporte público, Interconectividad y rutas alternas, gestión del tránsito y acupunturas urbanas, normatividad, plane…",FALSE,0,#N/D,4/21/2023 11:49:23,FALSE,#N/D,1649379801856131073,#N/D,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",MemoFVargas,12,TRUE,FALSE,#N/D,#N/D
1714,"RT @GobiernoJalisco: La propuesta se conforma de seis componentes: transporte público, interconectividad y rutas alternas, gestión del trán…",FALSE,0,#N/D,4/21/2023 5:06:03,FALSE,#N/D,1649278300022353924,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",VictorRVzquez2,3,TRUE,FALSE,#N/D,#N/D
1715,"RT @EnriqueAlfaroR: Transporte público, Interconectividad y rutas alternas, gestión del tránsito y acupunturas urbanas, normatividad, plane…",FALSE,0,#N/D,4/21/2023 3:23:33,FALSE,#N/D,1649252506990530561,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",VictorRVzquez2,12,TRUE,FALSE,#N/D,#N/D
1716,"RT @EnriqueAlfaroR: Transporte público, Interconectividad y rutas alternas, gestión del tránsito y acupunturas urbanas, normatividad, plane…",FALSE,0,#N/D,4/21/2023 3:20:38,FALSE,#N/D,1649251771913580545,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RafaBarriosD,12,TRUE,FALSE,#N/D,#N/D
1717,"RT @EnriqueAlfaroR: Transporte público, Interconectividad y rutas alternas, gestión del tránsito y acupunturas urbanas, normatividad, plane…",FALSE,0,#N/D,4/21/2023 3:00:26,FALSE,#N/D,1649246686416613378,#N/D,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fjgatlas,12,TRUE,FALSE,#N/D,#N/D
1718,"RT @EnriqueAlfaroR: Transporte público, Interconectividad y rutas alternas, gestión del tránsito y acupunturas urbanas, normatividad, plane…",FALSE,0,#N/D,4/21/2023 1:25:52,FALSE,#N/D,1649222888644280320,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",rosanavg1965,12,TRUE,FALSE,#N/D,#N/D
1719,"Transporte público, Interconectividad y rutas alternas, gestión del tránsito y acupunturas urbanas, normatividad, p… https://t.co/K43GBBzzJC",FALSE,77,EnriqueAlfaroR,4/21/2023 1:25:12,TRUE,1649222716376125440,1649222719744151553,113709009,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",EnriqueAlfaroR,12,FALSE,FALSE,#N/D,#N/D
1720,"La propuesta se conforma de seis componentes: transporte público, interconectividad y rutas alternas, gestión del t… https://t.co/Jc0hWenJdq",FALSE,6,GobiernoJalisco,4/21/2023 0:47:44,TRUE,1649213290365722624,1649213292773249024,63770820,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",GobiernoJalisco,3,FALSE,FALSE,#N/D,#N/D
1721,"En el eje Planeación y ordenamiento territorial, se reforzarán los reglamentos ya existentes para la cero toleranci… https://t.co/Hlpel33Lof",FALSE,2,ReneCaroGomez,4/21/2023 0:32:07,TRUE,1649209358616592386,1649209361812828160,1575230469137891349,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ReneCaroGomez,0,FALSE,FALSE,#N/D,#N/D
1722,"Este Plan integral contempla seis ejes: 1) Transporte público, 2) Interconectividad y rutas alternas, 3) Gestión de… https://t.co/Ud950nGvTR",FALSE,1,ReneCaroGomez,4/21/2023 0:32:01,TRUE,1649209335287783424,1649209339083730946,1575230469137891349,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ReneCaroGomez,0,FALSE,FALSE,#N/D,#N/D
1723,RT @RafaelCastela15: A quien beneficia deteber la aprobación del Plan General de Desarrollo y el Programa  General de Ordenamiento Territor…,FALSE,0,#N/D,4/20/2023 7:59:59,FALSE,#N/D,1648959682168455169,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AntonioRLMX,3,TRUE,FALSE,#N/D,#N/D
1724,RT @RafaelCastela15: A quien beneficia deteber la aprobación del Plan General de Desarrollo y el Programa  General de Ordenamiento Territor…,FALSE,0,#N/D,4/19/2023 18:52:41,FALSE,#N/D,1648761555478249472,#N/D,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RaizMorena2,3,TRUE,FALSE,#N/D,#N/D
